"year","lat","lon","depth","basin","x","y"
2016,35.5569011578667,-76.1197636463457,2.17333333333333,"east",398514.723772823,3935380.85371703
2016,35.5511658825311,-76.1060571391844,2.09,"east",399749.867399049,3934730.70270974
2016,35.5466023553494,-76.1039932631665,3.09,"east",399931.268378129,3934222.45015657
2016,35.547002926502,-76.1027810723298,2.00666666666667,"east",400041.646051405,3934265.64833744
2016,35.5471237516362,-76.1001232546532,1.75666666666667,"east",400282.715436185,3934276.35649288
2016,35.546843125518,-76.0994582344555,1.67333333333333,"east",400342.6492888,3934244.55864452
2016,35.5464350106526,-76.0987177771294,1.84,"east",400409.263988179,3934198.54481636
2016,35.5457323138002,-76.1004965846204,2.00666666666667,"east",400247.151224502,3934122.40592302
2016,35.5471544713113,-76.1088516657018,2.42333333333333,"east",399491.561674923,3934288.63176785
2016,35.5486171972338,-76.1134889536315,2.59,"east",399073.045025996,3934455.60724859
2016,35.5487316102121,-76.1241227389091,2.84,"east",398109.300247997,3934479.24139567
2016,35.5485154409293,-76.132978554886,3.17333333333333,"east",397306.297656046,3934464.45911848
2016,35.5472480133507,-76.1422974710131,3.09,"east",396459.960729032,3934333.63679785
2016,35.5458036018866,-76.1503835768217,3.17333333333333,"east",395725.118206547,3934181.95893224
2016,35.5441475892771,-76.1526895222032,3.34,"east",395513.941392938,3934000.72734114
2016,35.5432153959158,-76.1476540100539,3.42333333333333,"east",395969.203574912,3933892.00696487
2016,35.5420359783206,-76.1416570097917,3.84,"east",396511.318722125,3933754.8794608
2016,35.5408889986906,-76.1325282790476,3.59,"east",397337.391452826,3933618.11613731
2016,35.5417102994728,-76.1212542840057,3.17333333333333,"east",398360.447611538,3933697.52320874
2016,35.5411858018819,-76.1145226937496,2.84,"east",398970.020746099,3933632.4277465
2016,35.5410195049229,-76.107419701364,2.84,"east",399613.716484229,3933606.7247661
2016,35.5402168119657,-76.1007065512949,2.75666666666667,"east",400221.285839733,3933510.87838762
2016,35.5381403211835,-76.0930790194088,2.34,"east",400910.192572133,3933272.87355484
2016,35.5361402314487,-76.0865218565577,1.84,"east",401502.190547471,3933044.4656793
2016,35.5338976951647,-76.0840595048629,1.84,"east",401722.686437691,3932793.28239785
2016,35.5321345618326,-76.0822283942961,1.92333333333333,"east",401886.548508207,3932595.90478089
2016,35.5319173867214,-76.0864096228742,2.34,"east",401507.203326495,3932575.98712192
2016,35.5316527700383,-76.0924921185487,2.34,"east",400955.423341139,3932552.73234324
2016,35.5316468607965,-76.1007684097403,2.75666666666667,"east",400205.063100326,3932560.42425004
2016,35.5308296671468,-76.1122303270512,3.25666666666667,"east",399164.868101184,3932481.45137197
2016,35.5302624218497,-76.1213284638488,3.17333333333333,"east",398339.278329107,3932427.88133949
2016,35.5297724996093,-76.1294536293262,3.67333333333333,"east",397601.989281354,3932381.95235803
2016,35.5283026490691,-76.1437250767612,3.92333333333333,"east",396306.170518033,3932233.84487716
2016,35.5279187579039,-76.15332864232,3.75666666666667,"east",395434.943604167,3932201.41038683
2016,35.5278533790592,-76.1632854212785,3.67333333333333,"east",394532.099042925,3932204.76576809
2016,35.5264609773043,-76.1847769562865,3.75666666666667,"east",392581.648269992,3932073.53484884
2016,35.5246159108686,-76.1932246573979,3.75666666666667,"east",391813.220622396,3931878.12923438
2016,35.5237513175565,-76.2019186188245,3.75666666666667,"east",391023.753497993,3931791.80910471
2016,35.5243003741237,-76.2086322718078,3.34,"east",390415.753190788,3931860.14880019
2016,35.5161110032681,-76.2113895826751,3.67333333333333,"east",390154.582030509,3930954.90227747
2016,35.5151625909242,-76.2034454663062,4.17333333333333,"east",390873.683405402,3930840.88993722
2016,35.5130344257089,-76.1978814751619,3.92333333333333,"east",391375.373351363,3930598.70438544
2016,35.5099599017161,-76.191340573203,4.00666666666667,"east",391964.415248705,3930250.51320534
2016,35.5075866496521,-76.184931770038,4.00666666666667,"east",392542.456381322,3929980.28637512
2016,35.505599048953,-76.1775705312157,4.09,"east",393207.421873414,3929751.8400123
2016,35.5038509611371,-76.1707774177903,4.00666666666667,"east",393821.208851974,3929550.62045398
2016,35.5024220981034,-76.1640699674153,4.09,"east",394427.670588304,3929384.94153987
2016,35.5005605193186,-76.1562782340461,3.84,"east",395131.933303567,3929170.15736095
2016,35.4983841162506,-76.1461010948533,3.92333333333333,"east",396052.180061441,3928917.99539093
2016,35.4960284661832,-76.1350607872718,3.67333333333333,"east",397050.539145158,3928645.14754819
2016,35.4936899151984,-76.1257772427761,3.34,"east",397889.628404476,3928376.12575576
2016,35.4911211971524,-76.1175060645455,2.92333333333333,"east",398636.646456296,3928082.69506022
2016,35.4922628542739,-76.1130510830098,2.75666666666667,"east",399042.180493448,3928204.75123831
2016,35.4929253599006,-76.10255425803,2.59,"east",399995.140930033,3928267.54132826
2016,35.4930007551196,-76.1023478117549,1.59,"east",400013.960386134,3928275.69433668
2016,35.4896207526657,-76.1020702031218,2.00666666666667,"east",400034.954338987,3927900.53034048
2016,35.4874247778537,-76.1123402976208,2.92333333333333,"east",399100.605222328,3927667.42314806
2016,35.4830879392433,-76.1215634924137,2.25666666666667,"east",398258.475996143,3927195.88502275
2016,35.4823704483318,-76.1248966400289,2.84,"east",397955.193030529,3927119.74791251
2016,35.4785871925163,-76.1272108834946,1.67333333333333,"east",397740.455778674,3926702.53445669
2016,35.4745570058333,-76.1370571889692,2.00666666666667,"east",396842.020443918,3926265.78371453
2016,35.474282624233,-76.1378670484537,1.92333333333333,"east",396768.193068835,3926236.19812307
2016,35.4730736185196,-76.1496907287055,2.84,"east",395693.893078325,3926114.53403571
2016,35.4676125152367,-76.1517712008917,2.17333333333333,"east",395498.066674536,3925511.03130016
2016,35.4648883967059,-76.1536025629157,1.34,"east",395328.36690075,3925210.83344429
2016,35.4674367886367,-76.153360242095,1.59,"east",395353.656482347,3925493.22423498
2016,35.46577532779,-76.1599376053327,2.09,"east",394754.689385183,3925315.93946763
2016,35.4643558524879,-76.1677988246793,2.00666666666667,"east",394039.518166257,3925166.91047786
2016,35.4660612764167,-76.1726154015178,2.26666666666667,"east",393604.711359474,3925361.24289847
2016,35.4725972330528,-76.1713398434931,2.93333333333333,"east",393729.05308847,3926084.78802106
2016,35.4762201849702,-76.1611850001627,3.1,"east",394655.129613939,3926475.73352088
2016,35.4801631998601,-76.1531149037892,3.18333333333333,"east",395392.405522018,3926904.47967772
2016,35.4803235456678,-76.1526655499601,3.26666666666667,"east",395433.379239495,3926921.78784207
2016,35.4887678101989,-76.1334989034348,3.43333333333333,"east",397182.95640955,3927838.22226684
2016,35.4920854512933,-76.1264910456502,3.26666666666667,"east",397822.850582954,3928198.90994968
2016,35.4952115659001,-76.1183183547818,3.01666666666667,"east",398568.106496948,3928537.20160481
2016,35.4979375703591,-76.1057082843744,2.93333333333333,"east",399715.279934872,3928826.6573912
2016,35.4971235199231,-76.0945419129693,2.43333333333333,"east",400727.07832898,3928725.07592834
2016,35.4997351114037,-76.0903015081548,2.1,"east",401114.891553216,3929010.47402139
2016,35.5070110224518,-76.083187451657,2.18333333333333,"east",401768.988753094,3929810.35182998
2016,35.5146934138942,-76.0839835648202,2.43333333333333,"east",401706.153586868,3930663.21509026
2016,35.5242543993849,-76.0914919060432,2.6,"east",401037.02064285,3931731.15613365
2016,35.5311093712557,-76.0968830623441,2.68333333333333,"east",400556.656913156,3932496.88334259
2016,35.5308667570684,-76.101000337001,2.68333333333333,"east",400183.069522406,3932474.13569584
2016,35.5302111246023,-76.1057645269447,2.93333333333333,"east",399750.313833104,3932406.2523515
2016,35.5296631576824,-76.110932137888,3.35,"east",399281.109123884,3932350.74340926
2016,35.5290077347639,-76.1151795835012,3.26666666666667,"east",398895.190662574,3932282.3965999
2016,35.528341876376,-76.1195121892505,3.35,"east",398501.53141819,3932212.99657711
2016,35.5267849797714,-76.125200903114,3.51666666666667,"east",397983.782362225,3932046.18862085
2016,35.5261534871864,-76.1306384951585,3.76666666666667,"east",397489.959522084,3931981.78838557
2016,35.5261342507187,-76.1308400799298,3.85,"east",397471.657464099,3931979.86443951
2016,35.5245273560616,-76.1428715475613,4.01666666666667,"east",396378.703595916,3931814.21798287
2016,35.5238003097805,-76.1484706588799,3.76666666666667,"east",395870.084679989,3931739.47830126
2016,35.5221947981375,-76.1562984344327,3.51666666666667,"east",395158.233544921,3931569.70157791
2016,35.521081974763,-76.1634906102681,3.85,"east",394504.632066867,3931453.94636207
2016,35.5192395067173,-76.1686996278131,3.85,"east",394029.879424575,3931255.17806033
2016,35.5115574086416,-76.1810196005517,4.01666666666667,"east",392902.52823905,3930416.44099395
2016,35.5061079562041,-76.1883592978829,4.01666666666667,"east",392229.634655795,3929820.01928597
2016,35.5027012992981,-76.1948534288222,4.18333333333333,"east",391636.087700081,3929449.29063403
2016,35.4996560281473,-76.2010309752787,4.43333333333333,"east",391071.693228839,3929118.33328391
2016,35.4969424708146,-76.2061664835328,4.26666666666667,"east",390602.222659084,3928823.04618946
2016,35.4948487971309,-76.209996510368,4.01666666666667,"east",390251.979184699,3928595.08353003
2016,35.4926152294832,-76.2061912101472,4.1,"east",390594.11239522,3928343.12473462
2016,35.4889039323064,-76.2053438835556,3.1,"east",390665.943433106,3927930.55335813
2016,35.4862905806261,-76.2044568267429,2.76666666666667,"east",390742.872451519,3927639.71560335
2016,35.4839496407988,-76.2038442772592,2.76666666666667,"east",390795.272694017,3927379.39653932
2016,35.4863301012996,-76.2015819177741,3.76666666666667,"east",391003.723431111,3927640.9197038
2016,35.4892677907231,-76.1988946796173,4.18333333333333,"east",391251.454809568,3927963.78320858
2016,35.4923421051684,-76.1957213748956,4.35,"east",391543.442576066,3928301.27240275
2016,35.4960940545755,-76.1917852331662,4.43333333333333,"east",391905.509384589,3928713.09334426
2016,35.4984065797511,-76.1885250919277,4.1,"east",392204.306862996,3928966.01570843
2016,35.5002345890137,-76.1845588591659,4.1,"east",392566.483721757,3929164.43932841
2016,35.4998815851617,-76.1785053648764,3.93333333333333,"east",393115.062906794,3929118.71074536
2016,35.4991827020752,-76.1727741547638,4.1,"east",393633.959334194,3929035.00086851
2016,35.4984721681434,-76.1668130290472,4.1,"east",394173.70272612,3928949.78242562
2016,35.4979032883751,-76.161619266566,4.1,"east",394644.039096348,3928881.12727592
2016,35.4973489092993,-76.1547920387948,3.93333333333333,"east",395262.559488651,3928812.36992451
2016,35.4968654830339,-76.148922862556,3.85,"east",395794.281708081,3928752.53662959
2016,35.496429624069,-76.142379278388,3.76666666666667,"east",396387.24193033,3928697.30241261
2016,35.4956364445719,-76.1363874749058,3.6,"east",396929.703244475,3928603.05266043
2016,35.4950171476561,-76.1327753775531,3.51666666666667,"east",397256.545764263,3928530.59735739
2016,35.4931334406468,-76.1352154333853,3.51666666666667,"east",397032.817830554,3928324.21460284
2016,35.4929808480996,-76.1353813112491,3.6,"east",397017.576855172,3928307.4633183
2016,35.4912161641153,-76.1381128896737,3.51666666666667,"east",396767.546411943,3928114.59244807
2016,35.4856853233981,-76.1463740934396,3.43333333333333,"east",396011.055408828,3927509.82783192
2016,35.4834481515321,-76.1496940814668,3.43333333333333,"east",395706.991507035,3927265.20119717
2016,35.4814283643248,-76.1524254922533,3.26666666666667,"east",395456.588349769,3927044.07163173
2016,35.4808753263536,-76.1533641815895,3.26666666666667,"east",395370.713650441,3926983.72758402
2016,35.47721222512,-76.1586719379538,3.1,"east",394884.421108134,3926583.08389615
2016,35.4747406114223,-76.1618501041794,2.85,"east",394592.855900764,3926312.34045873
2016,35.474201948415,-76.1627379991823,2.85,"east",394511.59557176,3926253.54454193
2016,35.4701679898756,-76.1673819926345,2.68333333333333,"east",394084.963305363,3925811.10110761
2016,35.531912818584,-76.274403641071,3.45666666666667,"west",384462.997088525,3932779.5795753
2016,35.5284646712575,-76.2717273832078,4.29,"west",384700.704841073,3932393.99501501
2016,35.5257200170639,-76.2701549381728,4.20666666666667,"west",384839.353757816,3932087.73415861
2016,35.5221602646965,-76.270678639483,4.70666666666667,"west",384786.780336513,3931693.5169845
2016,35.5187118240032,-76.2721448858047,4.29,"west",384648.892925215,3931312.74860133
2016,35.5143478699359,-76.2725143600966,4.04,"west",384609.143093924,3930829.15445904
2016,35.5091723380941,-76.2740908284451,4.04,"west",384458.766094735,3930256.95834393
2016,35.5024041608307,-76.2760403753037,2.37333333333333,"west",384272.249804139,3929508.55499054
2016,35.4988623876455,-76.2775459327514,2.62333333333333,"west",384130.611665637,3929117.48861789
2016,35.496946158852,-76.2792105787213,2.37333333333333,"west",383976.869415635,3928906.90775138
2016,35.4965936160046,-76.281527588215,2.45666666666667,"west",383766.199526757,3928870.53313835
2016,35.4957154859188,-76.2813014444674,2.20666666666667,"west",383785.4468392,3928772.86942611
2016,35.4958563857111,-76.2830320560152,2.37333333333333,"west",383628.674298758,3928790.53727569
2016,35.4983267421234,-76.2834602874483,2.45666666666667,"west",383593.396011871,3929065.0407638
2016,35.4968746193084,-76.2871096842701,2.12333333333333,"west",383260.285386188,3928908.29172301
2016,35.493159047361,-76.2887419760938,1.95666666666667,"west",383106.846659462,3928498.11369606
2016,35.4894772963929,-76.2891008053685,2.12333333333333,"west",383068.962755501,3928090.17952264
2016,35.4844714980903,-76.2895307131822,2.12333333333333,"west",383022.709378323,3927535.47407918
2016,35.4822940891939,-76.2935727183486,1.79,"west",382652.860676664,3927298.76705507
2016,35.480855377424,-76.2998117041553,2.20666666666667,"west",382084.754267381,3927146.62976774
2016,35.4854003386902,-76.296195332032,2.29,"west",382419.460647905,3927646.41659675
2016,35.4912095005023,-76.2934730575199,2.62333333333333,"west",382674.863365528,3928287.49632022
2016,35.4961794661688,-76.2921392452682,3.12333333333333,"west",382803.073448001,3928837.15248667
2016,35.5017199460748,-76.2930323370512,2.04,"west",382730.120109068,3929452.73413868
2016,35.5055835005227,-76.2940925639833,2.04,"west",382639.580786297,3929882.52024527
2016,35.5055061355564,-76.2939385884221,1.79,"west",382653.432942543,3929873.75612327
2016,35.5081016756925,-76.2881596014614,2.20666666666667,"west",383181.314883601,3930154.77945082
2016,35.5080060381773,-76.2879296858574,2.45666666666667,"west",383202.027761308,3930143.89953621
2016,35.5040525878179,-76.2893760670687,2.20666666666667,"west",383065.120986259,3929707.11760499
2016,35.5012788903299,-76.290500080284,2.04,"west",382959.152622905,3929400.80701961
2016,35.4951290879729,-76.3074571733142,2.04,"west",381412.115909608,3928738.95516937
2016,35.4979145620349,-76.309893289652,2.62333333333333,"west",381195.246689121,3929050.83662598
2016,35.5006758543062,-76.312900884148,1.87333333333333,"west",380926.524106309,3929360.73145272
2016,35.5008726194831,-76.3102801144834,2.95666666666667,"west",381164.518173095,3929379.39518675
2016,35.5032274732697,-76.3062262908335,3.04,"west",381535.658112596,3929635.70733022
2016,35.5067622475657,-76.3027431071515,2.45666666666667,"west",381856.751181207,3930023.58857802
2016,35.5077829538244,-76.3013983146067,2.45666666666667,"west",381980.208473273,3930135.19004952
2016,35.5095203966233,-76.3023670111562,2.54,"west",381894.900090911,3930329.05804212
2016,35.5084155360568,-76.3064616546745,3.04,"west",381521.93313244,3930211.42376416
2016,35.5065840063947,-76.3122251351143,2.62333333333333,"west",380996.532247865,3930015.21861066
2016,35.5065332120615,-76.3123839721794,2.62333333333333,"west",380982.051795006,3930009.77641872
2016,35.5122240633103,-76.3088571187819,1.87333333333333,"west",381310.291214674,3930636.72717229
2016,35.5130519019771,-76.3048340567167,2.37333333333333,"west",381676.345905022,3930723.71230062
2016,35.5154754454601,-76.3017627597566,1.79,"west",381958.418304848,3930988.83881576
2016,35.5201327242288,-76.3021706231649,2.45666666666667,"west",381928.253481366,3931505.88967809
2016,35.524712051298,-76.3002836053039,1.79,"west",382106.063196683,3932011.54828767
2016,35.5266791163343,-76.2965860125388,2.20666666666667,"west",382444.204202339,3932225.31005227
2016,35.5171780614513,-76.2896084972436,2.29,"west",383063.076691098,3931163.20236614
2016,35.5120830377895,-76.2842177600379,2.37333333333333,"west",383544.556407137,3930591.70917397
2016,35.5142619135189,-76.2780369446392,3.37333333333333,"west",384108.207625109,3930826.09704817
2016,35.5209007161069,-76.2783478294278,4.37333333333333,"west",384089.561150512,3931562.80361695
2016,35.5267587025049,-76.2785393559153,5.04,"west",384080.619871137,3932212.76657576
2016,35.5321538821194,-76.2785501685704,3.04,"west",384087.400718011,3932811.18544713
2016,35.5323828338045,-76.2651273888315,3.12333333333333,"west",385304.692968771,3932820.8775646
2016,35.5331417313176,-76.2645855826105,2.79,"west",385354.895113224,3932904.420223
2016,35.5273032328445,-76.2633458991314,3.95666666666667,"west",385458.989402489,3932255.40331803
2016,35.5226762127462,-76.2625145819748,4.04,"west",385527.792653925,3931741.23334539
2016,35.5180129828262,-76.2637020461972,4.70666666666667,"west",385413.490685946,3931225.39248445
2016,35.5133963981974,-76.2645047810639,4.87333333333333,"west",385334.132648531,3930714.27935737
2016,35.5091750622126,-76.2652327493543,4.29,"west",385262.110002993,3930246.91888055
2016,35.5040726205665,-76.2658173032815,4.12333333333333,"west",385201.833882088,3929681.66493032
2016,35.4998358618799,-76.2665380631352,3.70666666666667,"west",385130.430582321,3929212.58685743
2016,35.4945818754244,-76.2667357922311,2.70666666666667,"west",385105.014136809,3928630.07524602
2016,35.4897517618122,-76.2658292894031,2.45666666666667,"west",385180.366926574,3928093.29206856
2016,35.4872479616064,-76.2573943287844,2.70666666666667,"west",385941.979145348,3927805.80283194
2016,35.4872467462304,-76.2573167961801,4.12333333333333,"west",385949.010768124,3927805.57841374
2016,35.4967771377745,-76.2547487486864,4.20666666666667,"west",386195.412371108,3928859.66686389
2016,35.496880193274,-76.2544361875171,4.12333333333333,"west",386223.908213869,3928870.73664609
2016,35.50210643563,-76.2547085155512,4.45666666666667,"west",386206.57954771,3929450.71474991
2016,35.4986963840532,-76.2528779917175,5.12333333333333,"west",386367.800600343,3929070.3817708
2016,35.4939484969112,-76.2507245131547,4.20666666666667,"west",386556.448806947,3928541.29620373
2016,35.4885284649539,-76.248420830887,4.12333333333333,"west",386757.802892093,3927937.4930317
2016,35.483079389702,-76.2465876248444,3.20666666666667,"west",386916.464125255,3927331.01331491
2016,35.478515191968,-76.2455281522835,2.62333333333333,"west",387006.190094346,3926823.56796453
2016,35.4743546247813,-76.2450505514408,3.20666666666667,"west",387043.699410327,3926361.55794201
2016,35.4734601918938,-76.2487385888363,2.79,"west",386707.832543252,3926266.57987145
2016,35.4735526442858,-76.2540179305489,2.54,"west",386228.967880118,3926282.90619608
2016,35.4738908540788,-76.2572829332913,3.12333333333333,"west",385933.211982949,3926324.18640176
2016,35.4747891845512,-76.2612850405986,2.37333333333333,"west",385571.375275213,3926428.45579523
2016,35.4759732121932,-76.2642218918319,2.20666666666667,"west",385306.600571103,3926563.18944549
2016,35.4751979280594,-76.2672981341148,2.54,"west",385026.397145189,3926480.77865376
2016,35.4740088712754,-76.2686466146971,2.62333333333333,"west",384902.356844438,3926350.46735093
2016,35.4740430275309,-76.2640344724769,2.54,"west",385320.863186976,3926348.88755121
2016,35.4716030136081,-76.260057175603,2.04,"west",385678.26693727,3926073.64296943
2016,35.4692426277655,-76.2550505810196,2.29,"west",386129.19805902,3925806.05738626
2016,35.4677303228858,-76.2518779468501,1.87333333333333,"west",386414.93950254,3925634.66738645
2016,35.4647223092946,-76.2470607832784,2.62333333333333,"west",386847.81792109,3925295.50665139
2016,35.4604083532798,-76.2402277719939,1.45666666666667,"west",387461.834039996,3924809.22209954
2016,35.4615458613592,-76.238597408008,1.62333333333333,"west",387611.363270394,3924933.5298188
2016,35.4588468466284,-76.2328618393058,1.70666666666667,"west",388128.09000852,3924627.66033691
2016,35.4593545385035,-76.2313231733406,1.87333333333333,"west",388268.42031328,3924682.22788449
2016,35.4657914629536,-76.2283966318483,3.04,"west",388542.873035973,3925392.85956919
2016,35.4656744515854,-76.2279026024753,2.87333333333333,"west",388587.539071514,3925379.32386137
2016,35.45958164617,-76.2173478585446,2.45666666666667,"west",389536.929118002,3924691.69339823
2016,35.463719079304,-76.2168758735771,2.37333333333333,"west",389585.414729125,3925150.06029369
2016,35.4668710939916,-76.2216603477264,2.62333333333333,"west",389155.594141358,3925505.02087056
2016,35.4703293415117,-76.2295809109474,2.87333333333333,"west",388441.681764234,3925897.50783625
2016,35.4727176810014,-76.2305323407764,3.12333333333333,"west",388358.657306824,3926163.48200657
2016,35.4714984912756,-76.2263041735405,2.95666666666667,"west",388740.601768764,3926023.4839702
2016,35.4695382574903,-76.2221886590833,1.95666666666667,"west",389111.318791958,3925801.43755132
2016,35.4677108768704,-76.2144265138323,2.37333333333333,"west",389813.116800926,3925590.06600582
2016,35.4681067541572,-76.2134035025502,2.20666666666667,"west",389906.480484508,3925632.83263014
2016,35.4685083311382,-76.2132608425582,2.79,"west",389919.972180253,3925677.21365266
2016,35.46864927284,-76.2132014148647,1.95666666666667,"west",389925.556458793,3925692.77965578
2016,35.4727734206575,-76.2134750001842,1.87333333333333,"west",389906.355234745,3926150.50648318
2016,35.4783158284011,-76.2137883157248,2.20666666666667,"west",389885.486938875,3926765.5817227
2016,35.4827451194036,-76.214098027047,2.37333333333333,"west",389863.431757228,3927257.19420631
2016,35.4927216796535,-76.2148982473428,2.54,"west",389804.459368388,3928364.62129813
2016,35.4934299504715,-76.2151034363324,3.12333333333333,"west",389786.814520613,3928443.40724789
2016,35.4935301980334,-76.2150136661494,2.95666666666667,"west",389795.094241482,3928454.42577509
2016,35.5010601645666,-76.2155039236659,2.70666666666667,"west",389760.914106176,3929290.14866298
2016,35.5060989875677,-76.2161553651804,2.70666666666667,"west",389708.719567923,3929849.75111742
2016,35.5122532742429,-76.2166533340478,2.70666666666667,"west",389671.977546367,3930532.90310343
2016,35.5128347268659,-76.2167918030882,3.54,"west",389660.216033873,3930597.54915365
2016,35.5227069324213,-76.2185917329753,2.37333333333333,"west",389510.520156628,3931694.52969306
2016,35.5232614372256,-76.2186804135109,3.37333333333333,"west",389503.239303959,3931756.13143823
2016,35.5262074666429,-76.2231017836148,2.29,"west",389106.391018692,3932087.85200394
2016,35.5229592277068,-76.227613510635,2.79,"west",388692.824847596,3931732.66076436
2016,35.5211542267683,-76.2310725544358,3.45666666666667,"west",388376.679418393,3931536.37127796
